"1","World","2019-12-31","27"
"2","World","2020-01-01","27"
"3","World","2020-01-02","27"
"4","World","2020-01-03","44"
"5","World","2020-01-04","44"
"6","World","2020-01-05","59"
"7","World","2020-01-06","59"
"8","World","2020-01-07","59"
"9","World","2020-01-08","59"
"10","World","2020-01-09","59"
"11","World","2020-01-10","59"
"12","World","2020-01-11","59"
"13","World","2020-01-12","59"
"14","World","2020-01-13","60"
"15","World","2020-01-14","60"
"16","World","2020-01-15","61"
"17","World","2020-01-16","61"
"18","World","2020-01-17","66"
"19","World","2020-01-18","83"
"20","World","2020-01-19","219"
"21","World","2020-01-20","239"
"22","World","2020-01-21","392"
"23","World","2020-01-22","534"
"24","World","2020-01-23","631"
"25","World","2020-01-24","897"
"26","World","2020-01-25","1350"
"27","World","2020-01-26","2023"
"28","World","2020-01-27","2820"
"29","World","2020-01-28","4587"
"30","World","2020-01-29","6067"
"31","World","2020-01-30","7823"
"32","World","2020-01-31","9826"
"33","World","2020-02-01","11946"
"34","World","2020-02-02","14554"
"35","World","2020-02-03","17372"
"36","World","2020-02-04","20615"
"37","World","2020-02-05","24522"
"38","World","2020-02-06","28273"
"39","World","2020-02-07","31491"
"40","World","2020-02-08","34933"
"41","World","2020-02-09","37552"
"42","World","2020-02-10","40540"
"43","World","2020-02-11","43105"
"44","World","2020-02-12","45177"
"45","World","2020-02-13","60328"
"46","World","2020-02-14","64543"
"47","World","2020-02-15","67103"
"48","World","2020-02-16","69265"
"49","World","2020-02-17","71332"
"50","World","2020-02-18","73327"
"51","World","2020-02-19","75191"
"52","World","2020-02-20","75723"
"53","World","2020-02-21","76719"
"54","World","2020-02-22","77804"
"55","World","2020-02-23","78812"
"56","World","2020-02-24","79339"
"57","World","2020-02-25","80132"
"58","World","2020-02-26","80997"
"59","World","2020-02-27","82106"
"60","World","2020-02-28","83375"
"61","World","2020-02-29","85223"
"62","World","2020-03-01","87042"
"63","World","2020-03-02","89136"
"64","World","2020-03-03","90969"
"65","World","2020-03-04","93250"
"66","World","2020-03-05","95566"
"67","World","2020-03-06","98599"
"68","World","2020-03-07","102734"
"69","World","2020-03-08","106666"
"70","World","2020-03-09","110844"
"71","World","2020-03-10","115597"
"72","World","2020-03-11","120587"
"73","World","2020-03-12","128249"
"74","World","2020-03-13","137435"
"75","World","2020-03-14","147484"
"76","World","2020-03-15","159669"
"77","World","2020-03-16","172055"
"78","World","2020-03-17","185988"
"79","World","2020-03-18","202703"
"80","World","2020-03-19","222833"
"81","World","2020-03-20","253559"
"82","World","2020-03-21","285113"
"83","World","2020-03-22","319079"
"84","World","2020-03-23","352974"
"85","World","2020-03-24","396854"
"86","World","2020-03-25","438409"
"87","World","2020-03-26","491164"
"88","World","2020-03-27","551586"
"89","World","2020-03-28","616390"
"90","World","2020-03-29","678650"
"91","World","2020-03-30","735441"
"92","World","2020-03-31","799674"
"93","World","2020-04-01","873079"
"94","World","2020-04-02","950163"
"95","World","2020-04-03","1026976"
"96","World","2020-04-04","1108201"
"97","World","2020-04-05","1192459"
"98","World","2020-04-06","1260801"
"99","World","2020-04-07","1333956"
"100","World","2020-04-08","1409046"
"101","World","2020-04-09","1493917"
"102","World","2020-04-10","1580326"
"103","World","2020-04-11","1670281"
"104","World","2020-04-12","1750723"
"105","World","2020-04-13","1820865"
"106","World","2020-04-14","1886475"
"107","World","2020-04-15","1964114"
"108","World","2020-04-16","2043033"
"109","World","2020-04-17","2126427"
"110","World","2020-04-18","2208379"
"111","World","2020-04-19","2287793"
"112","World","2020-04-20","2359094"
"113","World","2020-04-21","2434788"
"114","World","2020-04-22","2520808"
"115","World","2020-04-23","2586938"
"116","World","2020-04-24","2664432"
"117","World","2020-04-25","2737504"
"118","World","2020-04-26","2837407"
"119","World","2020-04-27","2919860"
"120","World","2020-04-28","2985842"
"121","World","2020-04-29","3057330"
"122","World","2020-04-30","3135126"
"123","World","2020-05-01","3219651"
"124","World","2020-05-02","3311112"
"125","World","2020-05-03","3392081"
"126","World","2020-05-04","3470325"
"127","World","2020-05-05","3547799"
"128","World","2020-05-06","3627277"
"129","World","2020-05-07","3717380"
"130","World","2020-05-08","3811352"
"131","World","2020-05-09","3901382"
"132","World","2020-05-10","3991192"
"133","World","2020-05-11","4067828"
"134","World","2020-05-12","4138949"
"135","World","2020-05-13","4224790"
"136","World","2020-05-14","4310864"
"137","World","2020-05-15","4407509"
"138","World","2020-05-16","4505536"
"139","World","2020-05-17","4599556"
"140","World","2020-05-18","4680559"
"141","World","2020-05-19","4767726"
"142","World","2020-05-20","4862820"
"143","World","2020-05-21","4962386"
"144","World","2020-05-22","5070116"
"145","World","2020-05-23","5176680"
"146","World","2020-05-24","5277595"
"147","World","2020-05-25","5371597"
"148","World","2020-05-26","5460747"
"149","World","2020-05-27","5556711"
"150","World","2020-05-28","5659330"
"151","World","2020-05-29","5778040"
"152","World","2020-05-30","5901017"
"153","World","2020-05-31","6028738"
"154","World","2020-06-01","6136572"
"155","World","2020-06-02","6237002"
"156","World","2020-06-03","6349611"
"157","World","2020-06-04","6476329"
"158","World","2020-06-05","6604082"
"159","World","2020-06-06","6737618"
"160","World","2020-06-07","6863420"
"161","World","2020-06-08","6979677"
"162","World","2020-06-09","7085464"
"163","World","2020-06-10","7211119"
"164","World","2020-06-11","7344559"
"165","World","2020-06-12","7482088"
"166","World","2020-06-13","7626590"
"167","World","2020-06-14","7760557"
"168","World","2020-06-15","7882683"
"169","World","2020-06-16","8001532"
"170","World","2020-06-17","8143020"
"171","World","2020-06-18","8319560"
"172","World","2020-06-19","8458337"
"173","World","2020-06-20","8635659"
"174","World","2020-06-21","8797653"
"175","World","2020-06-22","8927545"
"176","World","2020-06-23","9063821"
"177","World","2020-06-24","9229672"
"178","World","2020-06-25","9401004"
"179","World","2020-06-26","9582584"
"180","World","2020-06-27","9771843"
"181","World","2020-06-28","9953229"
"182","World","2020-06-29","10113462"
"183","World","2020-06-30","10273424"
"184","World","2020-07-01","10465987"
"185","World","2020-07-02","10666202"
"186","World","2020-07-03","10844591"
"187","World","2020-07-04","11051162"
"188","World","2020-07-05","11240762"
"189","World","2020-07-06","11419738"
"190","World","2020-07-07","11595182"
"191","World","2020-07-08","11802202"
"192","World","2020-07-09","12017679"
"193","World","2020-07-10","12246283"
"194","World","2020-07-11","12476331"
"195","World","2020-07-12","12694509"
"196","World","2020-07-13","12889791"
"197","World","2020-07-14","13079885"
"198","World","2020-07-15","13300133"
"199","World","2020-07-16","13530628"
"200","Afghanistan","2019-12-31","0"
"201","Afghanistan","2020-01-01","0"
"202","Afghanistan","2020-01-02","0"
"203","Afghanistan","2020-01-03","0"
"204","Afghanistan","2020-01-04","0"
"205","Afghanistan","2020-01-05","0"
"206","Afghanistan","2020-01-06","0"
"207","Afghanistan","2020-01-07","0"
"208","Afghanistan","2020-01-08","0"
"209","Afghanistan","2020-01-09","0"
"210","Afghanistan","2020-01-10","0"
"211","Afghanistan","2020-01-11","0"
"212","Afghanistan","2020-01-12","0"
"213","Afghanistan","2020-01-13","0"
"214","Afghanistan","2020-01-14","0"
"215","Afghanistan","2020-01-15","0"
"216","Afghanistan","2020-01-16","0"
"217","Afghanistan","2020-01-17","0"
"218","Afghanistan","2020-01-18","0"
"219","Afghanistan","2020-01-19","0"
"220","Afghanistan","2020-01-20","0"
"221","Afghanistan","2020-01-21","0"
"222","Afghanistan","2020-01-22","0"
"223","Afghanistan","2020-01-23","0"
"224","Afghanistan","2020-01-24","0"
"225","Afghanistan","2020-01-25","0"
"226","Afghanistan","2020-01-26","0"
"227","Afghanistan","2020-01-27","0"
"228","Afghanistan","2020-01-28","0"
"229","Afghanistan","2020-01-29","0"
"230","Afghanistan","2020-01-30","0"
"231","Afghanistan","2020-01-31","0"
"232","Afghanistan","2020-02-01","0"
"233","Afghanistan","2020-02-02","0"
"234","Afghanistan","2020-02-03","0"
"235","Afghanistan","2020-02-04","0"
"236","Afghanistan","2020-02-05","0"
"237","Afghanistan","2020-02-06","0"
"238","Afghanistan","2020-02-07","0"
"239","Afghanistan","2020-02-08","0"
"240","Afghanistan","2020-02-09","0"
"241","Afghanistan","2020-02-10","0"
"242","Afghanistan","2020-02-11","0"
"243","Afghanistan","2020-02-12","0"
"244","Afghanistan","2020-02-13","0"
"245","Afghanistan","2020-02-14","0"
"246","Afghanistan","2020-02-15","0"
"247","Afghanistan","2020-02-16","0"
"248","Afghanistan","2020-02-17","0"
"249","Afghanistan","2020-02-18","0"
"250","Afghanistan","2020-02-19","0"
"251","Afghanistan","2020-02-20","0"
"252","Afghanistan","2020-02-21","0"
"253","Afghanistan","2020-02-22","0"
"254","Afghanistan","2020-02-23","0"
"255","Afghanistan","2020-02-24","0"
"256","Afghanistan","2020-02-25","1"
"257","Afghanistan","2020-02-26","1"
"258","Afghanistan","2020-02-27","1"
"259","Afghanistan","2020-02-28","1"
"260","Afghanistan","2020-02-29","1"
"261","Afghanistan","2020-03-01","1"
"262","Afghanistan","2020-03-02","1"
"263","Afghanistan","2020-03-03",\N
"264","Afghanistan","2020-03-04",\N
"265","Afghanistan","2020-03-05",\N
"266","Afghanistan","2020-03-06",\N
"267","Afghanistan","2020-03-07",\N
"268","Afghanistan","2020-03-08","4"
"269","Afghanistan","2020-03-09",\N
"270","Afghanistan","2020-03-10",\N
"271","Afghanistan","2020-03-11","7"
"272","Afghanistan","2020-03-12",\N
"273","Afghanistan","2020-03-13",\N
"274","Afghanistan","2020-03-14",\N
"275","Afghanistan","2020-03-15","10"
"276","Afghanistan","2020-03-16","16"
"277","Afghanistan","2020-03-17","21"
"278","Afghanistan","2020-03-18","22"
"279","Afghanistan","2020-03-19","22"
"280","Afghanistan","2020-03-20","22"
"281","Afghanistan","2020-03-21","24"
"282","Afghanistan","2020-03-22","24"
"283","Afghanistan","2020-03-23","34"
"284","Afghanistan","2020-03-24","40"
"285","Afghanistan","2020-03-25","42"
"286","Afghanistan","2020-03-26","75"
"287","Afghanistan","2020-03-27","75"
"288","Afghanistan","2020-03-28","91"
"289","Afghanistan","2020-03-29","106"
"290","Afghanistan","2020-03-30","114"
"291","Afghanistan","2020-03-31","141"
"292","Afghanistan","2020-04-01","166"
"293","Afghanistan","2020-04-02","192"
"294","Afghanistan","2020-04-03","235"
"295","Afghanistan","2020-04-04","235"
"296","Afghanistan","2020-04-05","270"
"297","Afghanistan","2020-04-06","299"
"298","Afghanistan","2020-04-07","337"
"299","Afghanistan","2020-04-08","367"
"300","Afghanistan","2020-04-09","423"
"301","Afghanistan","2020-04-10","484"
"302","Afghanistan","2020-04-11","521"
"303","Afghanistan","2020-04-12","555"
"304","Afghanistan","2020-04-13","607"
"305","Afghanistan","2020-04-14","665"
"306","Afghanistan","2020-04-15","714"
"307","Afghanistan","2020-04-16","784"
"308","Afghanistan","2020-04-17","794"
"309","Afghanistan","2020-04-18","845"
"310","Afghanistan","2020-04-19","908"
"311","Afghanistan","2020-04-20","996"
"312","Afghanistan","2020-04-21","1031"
"313","Afghanistan","2020-04-22","1092"
"314","Afghanistan","2020-04-23","1176"
"315","Afghanistan","2020-04-24","1281"
"316","Afghanistan","2020-04-25","1351"
"317","Afghanistan","2020-04-26","1463"
"318","Afghanistan","2020-04-27","1531"
"319","Afghanistan","2020-04-28","1703"
"320","Afghanistan","2020-04-29","1827"
"321","Afghanistan","2020-04-30","1949"
"322","Afghanistan","2020-05-01","2171"
"323","Afghanistan","2020-05-02","2335"
"324","Afghanistan","2020-05-03","2469"
"325","Afghanistan","2020-05-04","2704"
"326","Afghanistan","2020-05-05","2894"
"327","Afghanistan","2020-05-06","3224"
"328","Afghanistan","2020-05-07","3392"
"329","Afghanistan","2020-05-08","3563"
"330","Afghanistan","2020-05-09","3778"
"331","Afghanistan","2020-05-10","4033"
"332","Afghanistan","2020-05-11","4402"
"333","Afghanistan","2020-05-12","4687"
"334","Afghanistan","2020-05-13","4967"
"335","Afghanistan","2020-05-14","5226"
"336","Afghanistan","2020-05-15","5339"
"337","Afghanistan","2020-05-16","6402"
"338","Afghanistan","2020-05-17","6402"
"339","Afghanistan","2020-05-18","6664"
"340","Afghanistan","2020-05-19","7072"
"341","Afghanistan","2020-05-20","7653"
"342","Afghanistan","2020-05-21","8145"
"343","Afghanistan","2020-05-22","8676"
"344","Afghanistan","2020-05-23","9216"
"345","Afghanistan","2020-05-24","9998"
"346","Afghanistan","2020-05-25","10582"
"347","Afghanistan","2020-05-26","11173"
"348","Afghanistan","2020-05-27","11831"
"349","Afghanistan","2020-05-28","12456"
"350","Afghanistan","2020-05-29","13036"
"351","Afghanistan","2020-05-30","13659"
"352","Afghanistan","2020-05-31","14525"
"353","Afghanistan","2020-06-01","15205"
"354","Afghanistan","2020-06-02","15750"
"355","Afghanistan","2020-06-03","16509"
"356","Afghanistan","2020-06-04","17267"
"357","Afghanistan","2020-06-05","18054"
"358","Afghanistan","2020-06-06","18969"
"359","Afghanistan","2020-06-07","19551"
"360","Afghanistan","2020-06-08","20342"
"361","Afghanistan","2020-06-09","20917"
"362","Afghanistan","2020-06-10","21459"
"363","Afghanistan","2020-06-11","22143"
"364","Afghanistan","2020-06-12","22890"
"365","Afghanistan","2020-06-13","23546"
"366","Afghanistan","2020-06-14","24102"
"367","Afghanistan","2020-06-15","24766"
"368","Afghanistan","2020-06-16","25527"
"369","Afghanistan","2020-06-17","26310"
"370","Afghanistan","2020-06-18","26874"
"371","Afghanistan","2020-06-19","27532"
"372","Afghanistan","2020-06-20","27878"
"373","Afghanistan","2020-06-21","28424"
"374","Afghanistan","2020-06-22","28833"
"375","Afghanistan","2020-06-23","29143"
"376","Afghanistan","2020-06-24","29481"
"377","Afghanistan","2020-06-25","29715"
"378","Afghanistan","2020-06-26","30175"
"379","Afghanistan","2020-06-27","30451"
"380","Afghanistan","2020-06-28","30616"
"381","Afghanistan","2020-06-29","30967"
"382","Afghanistan","2020-06-30","31238"
"383","Afghanistan","2020-07-01","31517"
"384","Afghanistan","2020-07-02","31836"
"385","Afghanistan","2020-07-03","32022"
"386","Afghanistan","2020-07-04","32324"
"387","Afghanistan","2020-07-05","32672"
"388","Afghanistan","2020-07-06","32951"
"389","Afghanistan","2020-07-07","33384"
"390","Afghanistan","2020-07-08","33594"
"391","Afghanistan","2020-07-09","33653"
"392","Afghanistan","2020-07-10","33908"
"393","Afghanistan","2020-07-11","34366"
"394","Afghanistan","2020-07-12","34451"
"395","Afghanistan","2020-07-13","34451"
"396","Afghanistan","2020-07-14","34455"
"397","Afghanistan","2020-07-15","34740"
"398","Afghanistan","2020-07-16","34994"
"399","Albania","2019-12-31",\N
"400","Albania","2020-01-01",\N
"401","Albania","2020-01-02",\N
"402","Albania","2020-01-03",\N
"403","Albania","2020-01-04",\N
"404","Albania","2020-01-05",\N
"405","Albania","2020-01-06",\N
"406","Albania","2020-01-07",\N
"407","Albania","2020-01-08",\N
"408","Albania","2020-01-09",\N
"409","Albania","2020-01-10",\N
"410","Albania","2020-01-11",\N
"411","Albania","2020-01-12",\N
"412","Albania","2020-01-13",\N
"413","Albania","2020-01-14",\N
"414","Albania","2020-01-15",\N
"415","Albania","2020-01-16",\N
"416","Albania","2020-01-17",\N
"417","Albania","2020-01-18",\N
"418","Albania","2020-01-19",\N
"419","Albania","2020-01-20",\N
"420","Albania","2020-01-21",\N
"421","Albania","2020-01-22",\N
"422","Albania","2020-01-23",\N
"423","Albania","2020-01-24",\N
"424","Albania","2020-01-25",\N
"425","Albania","2020-01-26",\N
"426","Albania","2020-01-27",\N
"427","Albania","2020-01-28",\N
"428","Albania","2020-01-29",\N
"429","Albania","2020-01-30",\N
"430","Albania","2020-01-31",\N
"431","Albania","2020-02-01",\N
"432","Albania","2020-02-02",\N
"433","Albania","2020-02-03",\N
"434","Albania","2020-02-04",\N
"435","Albania","2020-02-05",\N
"436","Albania","2020-02-06",\N
"437","Albania","2020-02-07",\N
"438","Albania","2020-02-08",\N
"439","Albania","2020-02-09",\N
"440","Albania","2020-02-10",\N
"441","Albania","2020-02-11",\N
"442","Albania","2020-02-12",\N
"443","Albania","2020-02-13",\N
"444","Albania","2020-02-14",\N
"445","Albania","2020-02-15",\N
"446","Albania","2020-02-16",\N
"447","Albania","2020-02-17",\N
"448","Albania","2020-02-18",\N
"449","Albania","2020-02-19",\N
"450","Albania","2020-02-20",\N
"451","Albania","2020-02-21",\N
"452","Albania","2020-02-22",\N
"453","Albania","2020-02-23",\N
"454","Albania","2020-02-24",\N
"455","Albania","2020-02-25",\N
"456","Albania","2020-02-26",\N
"457","Albania","2020-02-27",\N
"458","Albania","2020-02-28",\N
"459","Albania","2020-02-29",\N
"460","Albania","2020-03-01",\N
"461","Albania","2020-03-02",\N
"462","Albania","2020-03-03",\N
"463","Albania","2020-03-04",\N
"464","Albania","2020-03-05",\N
"465","Albania","2020-03-06",\N
"466","Albania","2020-03-07",\N
"467","Albania","2020-03-08",\N
"468","Albania","2020-03-09","2"
"469","Albania","2020-03-10","6"
"470","Albania","2020-03-11","10"
"471","Albania","2020-03-12","11"
"472","Albania","2020-03-13","23"
"473","Albania","2020-03-14","33"
"474","Albania","2020-03-15","38"
"475","Albania","2020-03-16","42"
"476","Albania","2020-03-17","51"
"477","Albania","2020-03-18","55"
"478","Albania","2020-03-19","59"
"479","Albania","2020-03-20","70"
"480","Albania","2020-03-21","70"
"481","Albania","2020-03-22","76"
"482","Albania","2020-03-23","89"
"483","Albania","2020-03-24","100"
"484","Albania","2020-03-25","123"
"485","Albania","2020-03-26","146"
"486","Albania","2020-03-27","174"
"487","Albania","2020-03-28","186"
"488","Albania","2020-03-29","197"
"489","Albania","2020-03-30","212"
"490","Albania","2020-03-31","223"
"491","Albania","2020-04-01","243"
"492","Albania","2020-04-02","259"
"493","Albania","2020-04-03","277"
"494","Albania","2020-04-04","304"
"495","Albania","2020-04-05","333"
"496","Albania","2020-04-06","361"
"497","Albania","2020-04-07","377"
"498","Albania","2020-04-08","383"
"499","Albania","2020-04-09","400"
"500","Albania","2020-04-10","409"
"501","Albania","2020-04-11","416"
"502","Albania","2020-04-12","433"
"503","Albania","2020-04-13","446"
"504","Albania","2020-04-14","467"
"505","Albania","2020-04-15","475"
"506","Albania","2020-04-16","494"
"507","Albania","2020-04-17","518"
"508","Albania","2020-04-18","539"
"509","Albania","2020-04-19","548"
"510","Albania","2020-04-20","562"
"511","Albania","2020-04-21","584"
"512","Albania","2020-04-22","609"
"513","Albania","2020-04-23","634"
"514","Albania","2020-04-24","663"
"515","Albania","2020-04-25","678"
"516","Albania","2020-04-26","712"
"517","Albania","2020-04-27","726"
"518","Albania","2020-04-28","736"
"519","Albania","2020-04-29","750"
"520","Albania","2020-04-30","766"
"521","Albania","2020-05-01","773"
"522","Albania","2020-05-02","782"
"523","Albania","2020-05-03","789"
"524","Albania","2020-05-04","795"
"525","Albania","2020-05-05","803"
"526","Albania","2020-05-06","820"
"527","Albania","2020-05-07","832"
"528","Albania","2020-05-08","842"
"529","Albania","2020-05-09","850"
"530","Albania","2020-05-10","856"
"531","Albania","2020-05-11","868"
"532","Albania","2020-05-12","872"
"533","Albania","2020-05-13","876"
"534","Albania","2020-05-14","880"
"535","Albania","2020-05-15","898"
"536","Albania","2020-05-16","916"
"537","Albania","2020-05-17","933"
"538","Albania","2020-05-18","946"
"539","Albania","2020-05-19","948"
"540","Albania","2020-05-20","949"
"541","Albania","2020-05-21","964"
"542","Albania","2020-05-22","969"
"543","Albania","2020-05-23","981"
"544","Albania","2020-05-24","989"
"545","Albania","2020-05-25","998"
"546","Albania","2020-05-26","1004"
"547","Albania","2020-05-27","1029"
"548","Albania","2020-05-28","1050"
"549","Albania","2020-05-29","1076"
"550","Albania","2020-05-30","1099"
"551","Albania","2020-05-31","1122"
"552","Albania","2020-06-01","1137"
"553","Albania","2020-06-02","1143"
"554","Albania","2020-06-03","1164"
"555","Albania","2020-06-04","1184"
"556","Albania","2020-06-05","1197"
"557","Albania","2020-06-06","1212"
"558","Albania","2020-06-07","1232"
"559","Albania","2020-06-08","1246"
"560","Albania","2020-06-09","1263"
"561","Albania","2020-06-10","1299"
"562","Albania","2020-06-11","1341"
"563","Albania","2020-06-12","1385"
"564","Albania","2020-06-13","1416"
"565","Albania","2020-06-14","1464"
"566","Albania","2020-06-15","1521"
"567","Albania","2020-06-16","1590"
"568","Albania","2020-06-17","1672"
"569","Albania","2020-06-18","1722"
"570","Albania","2020-06-19","1788"
"571","Albania","2020-06-20","1838"
"572","Albania","2020-06-21","1891"
"573","Albania","2020-06-22","1927"
"574","Albania","2020-06-23","1995"
"575","Albania","2020-06-24","2047"
"576","Albania","2020-06-25","2114"
"577","Albania","2020-06-26","2192"
"578","Albania","2020-06-27","2269"
"579","Albania","2020-06-28","2330"
"580","Albania","2020-06-29","2402"
"581","Albania","2020-06-30","2466"
"582","Albania","2020-07-01","2535"
"583","Albania","2020-07-02","2580"
"584","Albania","2020-07-03","2662"
"585","Albania","2020-07-04","2752"
"586","Albania","2020-07-05","2819"
"587","Albania","2020-07-06","2893"
"588","Albania","2020-07-07","2964"
"589","Albania","2020-07-08","3038"
